Item_to_craft,a,item_id_1,b,item_id_2,c,item_id_3,d,item_id_4,e,item_id_5,f,item_id_6,g,item_id_7,h,item_id_8
7508,1,313,1,7652,,,,,,,,,,,,
7509,3,2481,3,386,,,,,,,,,,,,
7511,1,7510,1,7509,5,2482,5,2486,5,2484,,,,,,
7513,1,8346,2,8383,3,7026,10,2514,12,7016,15,7925,26,7264,100,2528
7514,1,8400,1,8401,2,8082,2,7379,10,8053,20,8388,28,8052,100,8249
7515,1,8381,2,8398,2,8383,4,7393,5,7381,5,8403,10,2247,25,8251
7516,1,8086,1,8389,2,7384,2,8066,5,8065,18,8002,21,8250,,
7536,1,1711,,,,,,,,,,,,,,
7537,1,1728,,,,,,,,,,,,,,
7538,1,1748,,,,,,,,,,,,,,
7539,1,2074,,,,,,,,,,,,,,
7540,1,2075,,,,,,,,,,,,,,
7541,1,2076,,,,,,,,,,,,,,
7542,1,2077,,,,,,,,,,,,,,
7543,1,6604,,,,,,,,,,,,,,
7544,1,6716,,,,,,,,,,,,,,
7545,1,6978,,,,,,,,,,,,,,
7546,1,7414,,,,,,,,,,,,,,
7547,1,7415,,,,,,,,,,,,,,
7548,1,7518,,,,,,,,,,,,,,
7549,1,7519,,,,,,,,,,,,,,
7550,1,7520,,,,,,,,,,,,,,
7551,1,7522,,,,,,,,,,,,,,
7552,1,2591,1,2594,2,2588,2,2598,3,2586,20,2599,,,,
7553,1,2591,1,2594,2,2588,3,2586,20,2599,25,2179,,,,
7554,3,2591,10,2586,10,2179,10,2588,10,2598,50,2599,,,,
7555,2,2591,2,2594,9,2588,13,2586,15,2598,20,2599,,,,
7557,1,463,1,434,5,435,5,437,,,,,,,,
7559,1,8916,1,8761,1,3206,5,6457,6,8776,12,8807,18,7032,58,8767
7590,1,459,100,311,,,,,,,,,,,,
7591,1,7653,1,1182,100,311,,,,,,,,,,
7592,1,7657,1,1183,1,1182,100,311,,,,,,,,
7593,1,6868,100,311,,,,,,,,,,,,
7594,1,1182,1,793,1,1183,1,283,1,7658,100,311,,,,
7595,1,7659,100,311,,,,,,,,,,,,
7596,1,7660,1,1183,1,1182,1,283,100,311,,,,,,
7597,1,7654,1,283,1,1182,1,1183,100,311,,,,,,
7598,1,1183,1,7655,1,1182,1,793,1,283,100,311,,,,
7599,1,793,1,1405,1,1182,1,1183,1,283,1,7656,100,311,,
7600,1,1182,1,7661,100,311,,,,,,,,,,
7601,1,7662,1,1182,100,311,,,,,,,,,,
7602,1,7663,1,1182,1,1183,100,311,,,,,,,,
7603,1,1182,1,793,1,283,1,1405,1,1183,1,7664,100,311,,
7604,1,1182,1,283,1,1406,1,1405,1,1183,1,793,1,7665,100,311
7607,1,459,1,580,,,,,,,,,,,,
7608,1,580,1,7653,100,289,,,,,,,,,,
7609,1,7654,1,580,100,533,100,289,100,401,,,,,,
7610,1,7655,1,580,100,400,100,289,100,401,100,533,,,,
7611,1,7656,1,580,100,533,100,423,100,532,100,289,100,400,100,401
7612,1,580,1,7657,100,400,100,289,,,,,,,,
7613,1,7658,1,580,100,401,100,400,100,533,100,289,,,,
7614,1,580,1,6868,,,,,,,,,,,,
7615,1,580,1,7659,,,,,,,,,,,,
7616,1,7660,1,580,100,400,100,289,100,533,,,,,,
7617,1,580,1,7661,100,289,,,,,,,,,,
7618,1,580,1,7662,100,289,,,,,,,,,,
7619,1,580,1,7663,100,289,100,400,,,,,,,,
7620,1,7664,1,580,100,289,100,423,100,400,100,401,100,533,,
7621,1,580,1,7665,100,401,100,400,100,533,100,423,100,289,100,532
7622,1,459,1,746,1,301,,,,,,,,,,
7623,1,6897,1,459,,,,,,,,,,,,
7624,1,459,1,6898,,,,,,,,,,,,
7626,1,6868,1,1018,,,,,,,,,,,,
7627,1,7653,1,1018,1,435,,,,,,,,,,
7629,1,435,1,7262,1,7263,1,7654,1,1018,,,,,,
7635,1,1338,1,883,,,,,,,,,,,,
7636,1,884,1,1338,,,,,,,,,,,,
7637,1,459,1,304,1,1338,,,,,,,,,,
7650,10,449,10,446,,,,,,,,,,,,
7652,1,385,1,7059,,,,,,,,,,,,
7653,20,460,,,,,,,,,,,,,,
7654,20,461,,,,,,,,,,,,,,
7655,20,449,,,,,,,,,,,,,,
7656,20,470,,,,,,,,,,,,,,
7657,20,471,,,,,,,,,,,,,,
7658,20,472,,,,,,,,,,,,,,
7659,20,476,,,,,,,,,,,,,,
7660,20,474,,,,,,,,,,,,,,
7661,20,2358,,,,,,,,,,,,,,
7662,20,2357,,,,,,,,,,,,,,
7663,20,7013,,,,,,,,,,,,,,
7664,20,7016,,,,,,,,,,,,,,
7665,20,7014,,,,,,,,,,,,,,
7666,20,920,,,,,,,,,,,,,,
7667,20,926,,,,,,,,,,,,,,
7668,20,2250,,,,,,,,,,,,,,
7669,20,7017,,,,,,,,,,,,,,
7670,20,7261,,,,,,,,,,,,,,
7671,20,7286,,,,,,,,,,,,,,
7672,20,7289,,,,,,,,,,,,,,
7673,1,1182,1,1406,1,283,1,7666,1,1183,1,1405,1,793,100,311
7674,1,1183,1,793,1,283,1,1405,1,7667,1,1406,1,1182,100,311
7675,1,1182,1,7668,100,311,,,,,,,,,,
7676,1,793,1,283,1,1182,1,1183,1,7669,1,1406,1,1405,100,311
7677,1,283,1,1182,1,1183,1,7670,1,793,100,311,,,,
7678,1,7671,1,1183,1,1182,100,311,,,,,,,,
7679,1,1182,1,7672,1,283,1,793,1,1183,1,1405,100,311,,
7680,1,8824,1,2641,1,9281,4,9280,6,9263,7,9267,8,2035,16,8775
7682,1,1001,100,311,,,,,,,,,,,,
7683,1,7666,1,580,100,400,100,532,100,423,100,401,100,533,100,289
7684,1,580,1,7667,100,533,100,423,100,289,100,400,100,401,,
7685,1,580,1,7669,100,401,100,289,100,400,100,532,100,423,100,533
7686,1,7670,1,580,100,289,100,401,100,533,100,400,,,,
7687,1,7671,1,580,100,289,100,400,,,,,,,,
7688,1,580,1,7672,100,533,100,401,100,400,100,289,100,423,,
7689,1,1001,1,580,,,,,,,,,,,,
7690,1,580,1,7668,100,289,,,,,,,,,,
7691,1,887,1,1338,1,459,1,6868,,,,,,,,
7692,1,886,1,7659,1,459,1,1338,1,7653,1,7662,1,6868,1,7661
7693,1,1338,1,6868,1,486,1,459,,,,,,,,
7694,1,459,1,6868,1,7653,1,487,1,7662,1,1338,1,7661,1,7659
7695,1,901,1,1338,1,459,1,6868,1,7659,,,,,,
7696,1,7659,1,459,1,1338,1,2271,1,6868,1,7653,,,,
7697,1,1338,1,459,1,2275,1,6868,,,,,,,,
7698,1,459,1,7661,1,6868,1,2287,1,7653,1,7659,1,1338,,
7699,1,7659,1,459,1,1338,1,7653,1,6868,1,2511,,,,
7700,1,2999,1,7653,1,1338,1,7659,1,7662,1,7661,1,6868,1,459
7721,1,7703,,,,,,,,,,,,,,
7722,1,7704,,,,,,,,,,,,,,
7723,1,7705,,,,,,,,,,,,,,
7724,1,7706,,,,,,,,,,,,,,
7726,1,7708,,,,,,,,,,,,,,
7727,1,7709,,,,,,,,,,,,,,
7728,1,7710,,,,,,,,,,,,,,
7729,1,7711,,,,,,,,,,,,,,
7730,1,7712,,,,,,,,,,,,,,
7731,1,7713,,,,,,,,,,,,,,
7733,1,6899,1,459,,,,,,,,,,,,
7734,1,459,1,6900,,,,,,,,,,,,
7735,1,459,1,6902,,,,,,,,,,,,
7736,1,459,1,6903,,,,,,,,,,,,
7737,1,746,1,2675,1,459,,,,,,,,,,
7738,1,6868,1,1889,1,459,1,748,,,,,,,,
7739,1,748,1,6868,1,749,1,459,1,414,,,,,,
7740,1,748,1,415,1,6868,1,459,1,749,,,,,,
7741,1,459,1,6868,1,416,1,748,1,749,,,,,,
7742,1,6868,1,749,1,748,1,1141,1,459,,,,,,
7743,1,459,1,6868,1,1685,1,7659,1,750,1,749,,,,
7744,1,7659,1,6868,1,1670,1,459,1,6457,1,750,1,749,,
7745,1,7659,1,7661,1,1892,1,6458,1,7035,1,7036,1,6868,1,459
7746,1,7659,1,7661,1,2247,1,6458,1,459,1,6868,1,7036,1,7035
7755,1,7263,1,1018,1,435,1,7264,1,7262,1,7655,,,,
7756,1,7656,1,435,1,7262,1,1018,1,1612,1,7263,1,7264,,
7757,1,7262,1,7657,1,435,1,1018,,,,,,,,
7758,1,1018,1,7263,1,435,1,7264,1,7658,1,7262,,,,
7759,1,1018,1,459,,,,,,,,,,,,
7760,1,1018,1,7659,,,,,,,,,,,,
7761,1,7263,1,7262,1,1018,1,7660,1,435,,,,,,
7762,1,7262,1,1018,1,435,1,7663,,,,,,,,
7763,1,7661,1,435,1,1018,,,,,,,,,,
7764,1,435,1,7662,1,1018,,,,,,,,,,
7765,1,1018,1,1612,1,7264,1,7262,1,7664,1,7263,1,435,,
7766,1,7264,1,7262,1,1612,1,7665,1,435,1,1018,1,6735,1,7263
7767,1,7264,1,6735,1,1612,1,435,1,7666,1,7263,1,7262,1,1018
7768,1,1612,1,7263,1,7264,1,7667,1,6735,1,1018,1,435,1,7262
7769,1,7668,1,435,1,1018,,,,,,,,,,
7770,1,435,1,7264,1,1018,1,7669,1,7262,1,7263,1,6735,1,1612
7771,1,1018,1,1001,,,,,,,,,,,,
7772,1,7263,1,7670,1,7264,1,7262,1,435,1,1018,,,,
7773,1,435,1,7671,1,7262,1,1018,,,,,,,,
7774,1,435,1,1612,1,1018,1,7262,1,7672,1,7263,1,7264,,
7775,1,447,1,459,,,,,,,,,,,,
7776,1,746,1,7653,1,447,,,,,,,,,,
7777,1,748,1,746,1,447,1,7654,1,749,,,,,,
7778,1,746,1,7655,1,750,1,749,1,447,1,748,,,,
7779,1,749,1,748,1,746,1,447,1,750,1,7656,1,6457,,
7780,1,746,1,447,1,7657,1,748,,,,,,,,
7781,1,750,1,447,1,7658,1,748,1,749,1,746,,,,
7782,1,6868,1,447,,,,,,,,,,,,
7783,1,7659,1,447,,,,,,,,,,,,
7784,1,746,1,447,1,749,1,7660,1,748,,,,,,
7785,1,746,1,447,1,7661,,,,,,,,,,
7786,1,447,1,746,1,7662,,,,,,,,,,
7787,1,7663,1,447,1,748,1,746,,,,,,,,
7788,1,750,1,749,1,746,1,748,1,7664,1,447,1,6457,,
7789,1,447,1,750,1,749,1,7036,1,7665,1,6457,1,7035,1,6458
7790,1,7036,1,6457,1,6458,1,749,1,750,1,7666,1,447,1,7035
7791,1,447,1,7035,1,749,1,750,1,7036,1,6458,1,7667,1,6457
7792,1,746,1,7668,1,447,,,,,,,,,,
7793,1,6457,1,7035,1,447,1,749,1,750,1,7669,1,6458,1,7036
7794,1,7670,1,748,1,746,1,750,1,749,1,447,,,,
7795,1,447,1,746,1,7671,1,748,,,,,,,,
7796,1,6458,1,6457,1,749,1,7036,1,447,1,750,1,7035,1,7672
7797,1,1001,1,447,,,,,,,,,,,,
7880,1,2425,5,7906,10,383,,,,,,,,,,
7881,1,2179,1,2419,5,7906,10,7903,10,383,,,,,,
7882,1,2416,1,7925,2,2509,2,7906,5,383,,,,,,
7883,1,2422,1,7907,2,7905,20,384,20,304,,,,,,
7884,1,2414,1,7907,2,7905,5,8002,30,384,30,304,,,,
7885,1,2428,2,7905,2,7907,20,304,20,384,,,,,,
7886,1,2411,2,7907,3,7905,30,384,30,304,,,,,,
7893,1,7891,,,,,,,,,,,,,,
7894,1,7892,,,,,,,,,,,,,,
7902,1,2454,2,2529,2,2541,5,2654,5,2499,20,313,,,,
7908,1,8002,1,8084,1,8083,,,,,,,,,,
7918,1,367,1,301,5,366,,,,,,,,,,
7921,1,1892,1,2246,1,7026,1,1685,10,2247,10,2675,50,8249,200,301
7924,5,8309,5,8312,5,8315,5,8314,,,,,,,,
7926,2,2056,5,8359,10,1889,10,2060,,,,,,,,
7927,2,450,2,2252,4,2304,5,431,,,,,,,,
8003,1,8059,1,8060,1,8050,1,8062,2,8083,2,8002,,,,
8004,1,8062,1,8060,1,8083,1,8061,1,8002,1,8059,,,,
8005,1,8084,2,8059,2,8060,3,8002,4,8083,16,7925,,,,
8006,1,8054,1,8085,2,8050,5,8060,5,8061,5,8062,,,,
8007,1,8062,1,8060,1,8061,1,8059,2,8050,3,8002,,,,
8008,1,8060,1,8062,1,8050,1,8054,1,8059,1,8061,,,,
8009,1,8061,1,8060,1,8062,1,8085,1,8059,2,8002,,,,
8016,1,7911,,,,,,,,,,,,,,
8017,1,8000,,,,,,,,,,,,,,
8020,1,7714,,,,,,,,,,,,,,
8078,20,7925,,,,,,,,,,,,,,
8088,1,7925,5,918,10,2663,40,2483,42,7288,50,7287,60,2245,100,2449
8089,2,7408,2,1682,3,7261,15,408,20,8161,23,7262,24,7925,110,2245
8090,1,8157,1,2653,2,918,12,7925,20,7289,30,7263,150,2249,,
8091,1,7290,6,7017,12,8361,16,8357,20,7925,21,7370,21,2358,50,6737
8092,1,8346,1,8344,2,7411,2,7405,11,7035,12,6457,23,1610,90,8083
8094,2,8386,4,2566,6,7410,12,7036,18,7925,21,2357,21,8056,25,8058
8095,2,2488,4,7403,10,7036,11,2305,11,750,12,8361,16,7925,17,7014
8096,1,8394,2,7404,8,8055,10,7370,10,8363,15,7016,15,7925,21,2304
8097,1,7272,2,7410,4,7027,9,746,10,8102,12,748,15,7925,21,2304
8099,1,7026,1,7411,8,7036,9,8055,11,7925,15,2357,20,2563,,
8100,1,7410,3,8056,8,467,10,7370,10,7035,11,749,11,7925,,
8101,1,7270,3,8058,4,918,5,7036,10,463,11,2304,12,7925,13,2357
8103,1,8345,1,7290,4,8361,8,466,11,7263,12,2357,13,7925,20,1612
8104,1,8405,1,926,2,8363,2,918,10,7906,11,467,15,7925,25,8083
8106,1,7650,2,793,,,,,,,,,,,,
8108,1,367,1,8557,2,366,3,301,,,,,,,,
8109,1,8557,2,367,3,366,4,301,,,,,,,,
8110,1,8557,5,367,7,301,8,366,,,,,,,,
8111,1,8557,3,367,4,301,5,366,,,,,,,,
8112,1,8557,10,366,10,367,15,301,,,,,,,,
8113,1,8557,2,367,3,366,4,301,,,,,,,,
8114,1,366,1,8557,2,367,4,301,,,,,,,,
8116,1,6936,1,8160,1,6938,1,6937,1,8133,1,6939,,,,
8117,1,8161,1,6940,1,8134,1,6941,1,6943,1,6942,,,,
8118,1,8161,1,8160,2,2293,2,2292,2,2291,2,2290,,,,
8119,1,6948,1,8161,1,6949,1,6950,1,6951,1,8132,,,,
8120,1,8161,20,1464,20,1466,20,1465,20,1467,,,,,,
8121,1,6944,1,6947,1,6946,1,8136,1,6945,1,8161,,,,
8122,1,8161,10,1456,10,1457,10,1458,10,8141,10,1455,,,,
8123,1,393,10,422,15,400,15,533,,,,,,,,
8124,2,390,10,373,10,306,15,427,,,,,,,,
8125,1,2662,1,300,10,532,,,,,,,,,,
8126,2,2662,10,2659,25,400,,,,,,,,,,
8128,2,2661,3,287,10,401,,,,,,,,,,
8129,1,292,1,2576,1,2575,10,2578,15,440,25,439,,,,
8130,1,8396,3,2578,4,2579,5,440,5,291,8,439,,,,
8131,3,2662,10,373,20,532,,,,,,,,,,
8132,1,6949,1,6951,1,6948,1,6950,1,8141,,,,,,
8133,1,6939,1,6937,1,6936,1,8140,1,8141,1,6938,,,,
8134,1,8138,1,6943,1,6942,1,6940,1,8141,1,6941,,,,
8135,2,3001,2,3002,4,429,4,3208,,,,,,,,
8136,1,6945,1,6946,1,8140,1,6947,1,6944,,,,,,
8139,2,1467,2,1466,2,1464,2,1465,,,,,,,,
8142,1,7918,10,366,10,367,10,301,25,533,,,,,,
8143,3,2659,3,306,,,,,,,,,,,,
8146,1,6933,3,8102,4,6457,4,2306,8,466,8,467,15,431,,
8147,1,6930,2,467,2,7028,5,8102,5,2305,16,431,50,448,,
8148,1,2251,1,6957,3,8102,4,750,10,2252,15,448,30,431,,
8149,1,315,1,2251,3,2306,6,8102,7,7370,10,466,20,431,,
8150,1,6934,1,1476,4,7027,15,466,15,467,15,8102,25,2305,,
8152,1,6935,2,8102,5,467,5,466,10,746,10,431,10,2304,,
8156,1,2491,1,2579,4,440,5,2551,5,2321,5,2528,,,,
8163,2,7370,2,7384,20,6737,20,8002,21,8140,30,434,50,7925,,
8171,1,8153,,,,,,,,,,,,,,
8172,1,8151,,,,,,,,,,,,,,
8173,1,8154,,,,,,,,,,,,,,
8174,1,8155,,,,,,,,,,,,,,
8181,1,6931,2,7028,3,467,3,2305,3,8102,10,2304,30,431,,
8213,1,6900,1,287,,,,,,,,,,,,
8214,1,6897,1,287,,,,,,,,,,,,
8215,1,6898,1,287,,,,,,,,,,,,
8216,1,6899,1,287,,,,,,,,,,,,
8217,1,287,1,6902,,,,,,,,,,,,
8218,1,6903,1,287,,,,,,,,,,,,
8219,1,287,1,6900,,,,,,,,,,,,
8220,1,6897,1,287,,,,,,,,,,,,
8221,1,287,1,6898,,,,,,,,,,,,
8222,1,287,1,6899,,,,,,,,,,,,
8223,1,6902,1,287,,,,,,,,,,,,
8224,1,287,1,6903,,,,,,,,,,,,
8225,1,287,1,6900,,,,,,,,,,,,
8226,1,287,1,6897,,,,,,,,,,,,
8227,1,287,1,6898,,,,,,,,,,,,
8228,1,6899,1,287,,,,,,,,,,,,
8229,1,6902,1,287,,,,,,,,,,,,
8230,1,6903,1,287,,,,,,,,,,,,
8231,1,287,1,6900,,,,,,,,,,,,
8232,1,287,1,6897,,,,,,,,,,,,
8233,1,287,1,6899,,,,,,,,,,,,
8234,1,6898,1,287,,,,,,,,,,,,
8235,1,287,1,6903,,,,,,,,,,,,
8236,1,6902,1,287,,,,,,,,,,,,
8237,1,287,1,6900,,,,,,,,,,,,
8238,1,287,1,6897,,,,,,,,,,,,
8239,1,6898,1,287,,,,,,,,,,,,
8240,1,6899,1,287,,,,,,,,,,,,
8241,1,6902,1,287,,,,,,,,,,,,
8242,1,6903,1,287,,,,,,,,,,,,
8243,1,6900,1,287,,,,,,,,,,,,
8244,1,6897,1,287,,,,,,,,,,,,
8245,1,287,1,6898,,,,,,,,,,,,
8246,1,6899,1,287,,,,,,,,,,,,
8247,1,6902,1,287,,,,,,,,,,,,
8248,1,6903,1,287,,,,,,,,,,,,
8260,2,8157,2,7381,3,7380,15,8160,100,7288,100,7287,500,7903,500,7904
8262,1,8129,1,2806,1,7302,2,7381,2,7384,5,292,10,3209,50,8002
8263,1,8400,1,1696,1,6956,1,8144,5,2581,5,1691,10,8058,120,2554
8264,1,1696,1,6953,1,8389,1,8401,5,8385,10,1691,30,8388,160,1890
8265,1,6954,1,952,1,8144,1,1696,2,7385,2,7379,5,2577,80,8085
8266,1,8144,1,6955,1,2804,3,8397,3,8399,11,8066,14,8065,80,8250
8267,1,2580,1,1696,1,6952,1,8389,5,2577,5,2268,8,2581,10,1691
8268,1,2667,1,2320,1,2999,5,2998,10,840,13,7370,20,8250,,
8269,1,8056,1,1680,4,2998,5,8321,9,467,20,8311,30,2179,,
8270,1,8269,1,8313,1,8394,1,8410,3,8159,16,7035,30,8138,60,8308
8271,1,2643,5,466,5,467,5,2645,8,479,8,7369,9,463,,
8272,1,8409,1,8268,1,8402,15,7036,25,466,25,467,30,8141,30,8161
8273,1,8393,5,8323,8,2287,12,2646,15,8388,25,8390,30,479,,
8274,1,8327,11,750,12,8057,13,8083,16,7925,24,1610,25,434,,
8275,1,8386,1,8274,1,8409,10,7370,10,7404,15,8057,30,466,60,8308
8276,1,2666,2,2999,4,2998,9,880,15,8084,100,8314,120,8312,,
8277,1,2400,1,8276,1,2384,1,8407,1,8408,10,8388,25,8052,30,8054
8278,2,8393,5,2645,9,8052,14,8391,15,2464,15,8392,25,8390,,
8279,2,8065,2,8066,6,2998,8,8250,8,8321,25,840,40,8311,,
8280,1,8399,1,8279,1,8406,10,8397,15,8322,15,2998,15,8321,100,8311
8281,1,2644,1,8393,1,2643,4,8063,18,8392,18,8391,25,2591,,
8282,1,2999,2,8054,4,2998,5,8391,8,8356,75,8312,80,8314,,
8283,1,8282,1,8406,1,8400,1,8407,3,2999,8,2998,12,8053,25,8250
8284,1,8409,1,8406,1,707,3,7393,3,8398,5,8405,15,2247,21,8251
8285,1,481,1,6738,3,8056,4,8055,8,8058,14,8083,25,2336,,
8286,2,8367,2,8364,20,8356,20,8360,20,8352,20,8353,20,8354,20,8355
8287,1,6474,1,8361,1,8363,1,8368,1,1904,1,8367,1,6472,10,8354
8288,1,8365,1,8344,10,8053,11,8356,15,8362,20,8355,20,8352,20,8354
8289,1,8402,2,8361,3,8368,5,8357,10,8348,10,8349,10,8350,10,8351
8290,1,8368,1,8364,10,8355,10,8354,10,8353,10,8352,10,8159,50,8102
8291,1,8358,1,8383,4,8367,5,8359,5,8388,5,8053,12,8356,15,8054
8292,1,8137,1,8344,3,8361,3,8363,13,8351,13,8350,13,8348,13,8349
8293,1,8386,1,8346,3,2564,5,8138,6,8361,9,466,15,7925,21,2487
8294,1,8058,1,8347,1,8402,5,7036,5,7403,5,8056,5,8055,100,387
8295,1,8345,2,8363,3,7407,4,7405,10,2300,25,382,30,8083,,
8296,1,8327,2,7408,3,8056,10,470,14,2357,16,7925,19,8353,30,8060
8297,8,8363,10,7014,18,7925,21,8355,21,8353,21,8354,21,8352,25,2250
8298,1,420,2,918,6,1671,12,7369,50,2661,100,2304,130,2659,,
8299,1,7370,5,464,10,7369,10,466,10,8001,10,424,30,8311,,
8300,6,8057,10,6737,10,2516,12,1610,12,1612,20,450,20,7925,,
8301,2,2035,2,1671,3,8054,3,8050,10,7925,30,8314,100,435,,
8302,2,8002,3,8059,3,8062,5,2550,8,426,8,424,20,1890,,
8303,1,2480,2,8323,5,7907,10,8392,10,8391,10,8390,30,2275,,
8304,1,2026,1,2036,3,8085,4,8061,4,1671,4,8062,20,7904,,
8307,1,7924,5,8308,10,8311,10,8309,10,8315,10,8312,10,8314,,
8320,1,2515,3,8392,3,8391,3,8390,,,,,,,,
8330,1,8350,1,6472,1,1904,1,8351,10,8252,10,654,,,,
8331,1,8157,1,6472,1,8357,1,1904,100,2659,100,7287,100,2557,,
8342,1,8369,1,8371,1,847,1,8372,1,8370,,,,,,
8343,1,8374,1,8375,1,8376,1,8373,,,,,,,,
8366,1,2383,1,8798,1,8994,6,8753,9,8754,18,8791,58,8781,81,8783
8377,1,7369,1,463,1,431,1,8106,,,,,,,,
8414,1,8345,2,7410,3,7035,5,749,6,8057,6,7289,12,8350,25,433
8417,3,7407,5,8159,6,750,10,2564,11,8057,16,7925,17,2305,22,7369
8419,3,8058,3,8102,5,466,5,6457,6,746,15,7925,19,2304,,
8420,1,8347,2,7411,3,7036,4,7261,4,8351,10,748,40,8083,50,2528
8436,1,7557,1,1682,3,464,3,1610,3,463,4,1612,10,437,15,434
8437,3,8680,5,1782,,,,,,,,,,,,
8438,1,2322,1,8571,1,8483,1,8481,,,,,,,,
8439,1,8481,1,8483,1,8570,1,2322,,,,,,,,
8441,2,8486,2,8764,3,8755,4,8753,12,2278,13,8766,19,8762,,
8442,2,8484,4,8485,10,792,20,761,20,2495,20,2584,30,8481,,
8443,1,8484,3,8485,10,2323,15,2551,30,2322,35,1890,40,8481,,
8444,4,8488,4,467,5,746,6,748,15,439,45,2322,45,305,,
8445,1,467,1,159,2,8485,10,7369,10,2320,20,2491,50,2322,,
8446,1,733,2,8491,2,8482,2,2482,2,3002,5,2271,35,7030,,
8447,1,8485,1,3205,2,8484,2,8491,15,8481,30,7030,50,2275,,
8448,1,8004,1,467,1,466,1,7341,2,7035,3,8488,30,2179,,
8450,1,66,4,749,5,8489,6,7036,40,2463,40,439,40,305,,
8451,1,8484,1,2097,2,8486,12,1890,15,2550,20,8481,25,2322,,
8452,1,2386,3,8486,10,2278,10,1894,20,8481,30,2248,35,1890,,
8453,1,1474,2,8489,3,7370,5,2323,10,448,10,1613,20,1663,,
8454,1,3203,2,8489,2,6458,3,7369,10,747,10,310,50,2179,,
8455,1,749,1,3204,2,7035,2,8482,3,7036,3,8492,25,8483,,
8456,1,756,1,8482,1,2063,1,2287,3,8492,15,8483,32,2275,,
8457,1,8451,1,8442,1,8487,2,8493,5,8158,6,8484,50,2571,200,1890
8458,1,8452,1,8443,2,641,2,2299,4,8493,10,8486,10,8485,21,2550
8459,1,8453,1,8445,1,8380,5,8490,5,8484,50,2322,100,8481,100,2259
8460,1,2500,1,2561,1,8448,1,8454,2,8490,3,918,6,8488,20,838
8461,1,2562,1,8447,1,8455,3,8493,5,8482,5,8484,50,8483,100,2322
8462,1,8456,1,8446,3,8493,20,2467,40,2451,50,8483,50,2322,100,417
8463,1,918,1,2410,2,1612,3,8494,3,8496,20,1611,120,435,,
8464,1,948,1,8495,1,2413,2,8496,3,8494,45,7016,150,435,,
8465,1,1619,5,8494,5,8496,20,2426,30,7925,35,1611,150,434,,
8466,1,2420,1,836,1,1602,3,918,3,8496,100,434,100,435,,
8467,1,2423,2,8494,3,918,10,1612,10,470,10,1610,20,7925,,
8468,1,2429,1,920,4,918,10,1612,10,1610,25,2250,30,1611,,
8469,1,8465,2,6490,3,1660,5,1612,5,926,10,1610,25,1611,30,2426
8470,1,1559,1,836,1,6490,1,2420,1,1602,3,926,4,6486,5,6488
8471,1,8467,1,2423,3,6486,4,6488,20,1612,25,1610,35,1611,40,7925
8472,1,6487,1,8464,1,2413,1,948,4,6488,5,6486,5,1660,200,463
8473,1,2429,1,8468,8,6488,9,6486,20,1612,25,1610,50,1611,130,464
8474,1,2410,1,6487,1,8463,2,6490,10,1660,10,1674,10,6488,10,6486
8501,1,8498,1,311,1,1985,1,1984,1,1983,1,1986,,,,
8502,1,1984,1,396,1,311,1,1985,1,8499,1,2012,1,1986,1,1983
8503,1,1984,1,311,1,1986,1,1983,1,1985,1,2012,1,8500,,
8504,1,311,1,1974,1,1973,1,1978,1,1730,1,8501,,,,
8505,1,1977,1,1731,1,8502,1,1730,1,1973,1,1974,1,1978,1,311
8506,1,1730,1,8503,1,1731,1,1978,1,1974,1,311,1,1973,,
8524,1,8211,,,,,,,,,,,,,,
8530,1,8995,1,8808,3,8795,5,466,8,8754,12,8755,28,8756,48,8790
8565,1,8561,,,,,,,,,,,,,,
8569,1,8731,1,8997,1,8144,4,8753,5,8771,7,8745,8,8732,19,8787
8596,1,8798,2,1696,3,8777,7,8808,9,7302,15,7295,100,6898,100,2271
8598,1,8765,1,2266,1,8754,1,1771,10,2596,20,8756,,,,
8599,1,8328,2,8758,2,8681,2,8012,15,8763,20,8680,,,,
8604,1,8761,1,8786,2,8791,5,8764,7,8324,10,8832,15,7033,,
8605,2,8748,2,8746,2,8745,2,8747,3,397,4,8739,,,,
8607,1,8995,6,8765,10,766,15,8790,15,8783,15,7925,35,8766,,
8608,1,8761,2,8765,2,8796,16,8751,16,8750,17,8766,21,8756,,
8609,1,643,3,8746,3,8753,3,8758,12,8760,19,8763,19,8750,,
8610,1,8995,1,462,3,8736,4,8682,12,8757,15,8762,80,519,,
8611,1,8731,2,8739,3,8682,8,2358,12,471,15,8740,,,,
8612,1,8784,1,8761,2,8486,3,465,17,8756,17,546,,,,
8613,1,8994,3,8754,5,8745,14,476,16,444,21,8767,,,,
8614,1,8731,3,8729,4,8748,8,1992,16,1994,24,8752,,,,
8615,1,1404,1,8731,3,8741,5,8729,6,2455,20,752,25,8762,,
8616,1,233,1,8789,4,8777,9,8786,10,7035,18,8326,75,8756,90,8767
8617,1,2637,1,8731,4,8752,4,8749,4,8751,4,8750,,,,
8618,1,8737,1,8761,3,8765,6,746,15,2357,20,3001,,,,
8619,1,8994,2,8763,2,8745,10,8744,10,8749,,,,,,
8628,1,8994,2,8746,10,2551,10,8744,10,8750,,,,,,
8629,1,8994,2,8748,10,8752,10,8744,12,375,,,,,,
8630,1,8994,2,8747,10,8751,10,8744,20,2528,,,,,,
8631,1,8994,2,8749,2,8745,10,8744,10,372,,,,,,
