Item_ID,Effect_1,Effect_2,Effect_3,Effect_4,Effect_5,Effect_6,Effect_7,Effect_8,Effect_9,Effect_10,Effect_11,Effect_12,Effect_13,Effect_14,Effect_15,Effect_16,Effect_17,Effect_18,Effect_19,Effect_20,Effect_21,Effect_22,Effect_23,Effect_24,Effect_25,Effect_26,Effect_27,Effect_28,Effect_29,Effect_30,Effect_31,Effect_32,Effect_33,Effect_34,Effect_35,Effect_36,Effect_37,Effect_38,Effect_39,Effect_40
10265,628_?_?,628_79_79,628_?_?,628_340_340,628_?_?,628_?_?,628_?_?,628_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10266,628_?_?,628_?_?,628_?_?,628_?_?,628_401_401,628_?_?,628_?_?,628_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10267,628_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268,628_101_101,628_102_102,628_104_104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269,628_487_487,628_486_486,628_485_485,628_484_484,628_483_483,628_482_482,628_481_481,628_481_481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270,628_415_415,628_?_?,628_?_?,628_416_416,628_417_417,628_413_413,628_414_414,628_414_414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10278,628_356_356,628_?_?,628_?_?,628_357_357,628_389_389,628_?_?,628_?_?,628_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287,805_64_64,176_100_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10289,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10290,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10291,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10292,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10293,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10294,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10295,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10296,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10297,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10298,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10300,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10325,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10326,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10327,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10328,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10330,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10331,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10332,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10333,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10334,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10335,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10336,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10337,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10338,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10339,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10340,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10341,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10342,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10343,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10344,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10345,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10346,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10347,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10348,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10350,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10351,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10352,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10353,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10354,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10355,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10356,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10357,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10358,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10359,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10360,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10361,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10383,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10384,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10386,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10387,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10391,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10392,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10393,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10394,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10395,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10396,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10397,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10398,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10399,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10400,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10402,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10414,115_1_1,118_1_1,125_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10417,623_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10418,623_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10456,601_?_?,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10457,601_?_?,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10458,601_124_124,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10459,601_?_?,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10460,601_160_160,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10461,601_135_135,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10462,601_?_?,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10463,601_?_?,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10464,601_152_152,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10465,601_152_152,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10466,601_152_152,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10467,601_?_?,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10468,601_?_?,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10469,601_193_193,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10470,601_193_193,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10471,601_193_193,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10472,601_193_193,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10473,601_151_151,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10474,601_?_?,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10475,601_152_152,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10476,601_?_?,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10477,601_?_?,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10478,601_110_110,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10479,601_?_?,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10480,601_161_161,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10481,601_?_?,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10482,601_?_?,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10483,601_180_180,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10484,601_119_119,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10485,601_?_?,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10486,601_152_152,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10487,601_152_152,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10488,601_152_152,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10489,601_144_144,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10490,601_?_?,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10491,601_152_152,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10492,601_152_152,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10493,601_152_152,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10494,601_152_152,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10495,601_?_?,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10496,601_166_166,193_2900_2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10497,601_144_144,193_2901_2901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498,601_169_169,193_2902_2902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10499,601_185_185,193_2903_2903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10500,601_184_184,193_2904_2904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501,601_?_?,193_2905_2905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502,601_?_?,193_2906_2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503,601_?_?,193_2907_2907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10504,601_?_?,193_2908_2908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506,604_828_828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507,604_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508,604_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509,604_855_855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10510,604_841_841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10511,604_837_837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10512,604_850_850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10513,604_846_846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10515,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10516,197_1_1,811_1_1,785_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10544,800_?_?,808_64_64,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10552,125_21_40,112_2_4,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10553,118_16_25,123_16_25,112_2_3,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10554,126_16_25,119_16_25,112_2_3,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10555,252_2_3,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10556,251_2_3,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10557,118_11_15,123_11_15,117_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10558,126_11_15,119_11_15,117_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10559,118_16_25,123_16_25,124_11_15,115_1_2,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10560,119_16_25,126_16_25,124_11_15,115_1_2,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10561,118_16_25,123_16_25,125_21_30,112_1_2,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10562,119_16_25,126_16_25,125_21_30,112_1_2,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10563,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10564,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10598,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10602,604_814_814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10603,604_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10604,604_724_724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10605,604_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10606,628_?_?,628_?_?,628_?_?,628_?_?,628_?_?,628_?_?,628_?_?,628_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10608,601_?_?,193_2970_2970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10613,701_3_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10615,701_3_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10616,701_10_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10618,701_3_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10619,701_10_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10621,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10622,100_18_27,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10623,118_16_20,124_16_20,138_6_10,112_1_2,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10624,118_16_20,125_16_20,112_2_3,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10625,118_16_25,125_16_25,124_6_10,117_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10626,97_15_22,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10627,124_11_15,118_11_15,182_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10628,125_21_30,118_16_25,112_2_3,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10629,125_21_30,118_16_25,115_1_2,117_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10630,98_5_13,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10631,138_6_10,115_3_4,119_16_25,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10632,125_21_30,119_16_25,112_2_3,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10633,125_21_30,124_6_10,119_16_25,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10634,96_9_18,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10635,123_16_25,112_1_2,117_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10636,124_6_10,123_16_25,115_2_3,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10637,125_31_50,123_16_25,117_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10638,99_16_25,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10639,126_16_25,178_1_2,117_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10640,124_11_15,126_16_25,178_1_2,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10641,126_16_25,119_16_25,178_2_3,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10642,96_16_25,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10643,125_16_25,123_16_25,115_1_2,174_51_100,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10644,125_41_60,119_16_25,123_16_25,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10645,125_41_60,123_16_25,112_1_2,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10647,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10648,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10649,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10650,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10651,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10652,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10653,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10654,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10655,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10656,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10657,800_?_?,808_64_64,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10659,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10660,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662,701_3_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10663,110_70_70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10664,621_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665,193_?_?,2150_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10667,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10668,811_14_14,176_20_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10669,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10670,193_?_?,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10673,193_?_?,110_101_150,139_26_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10674,811_1_1,146_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10676,811_14_14,176_100_100,124_100_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10677,983_64_64,2150_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10678,620_92_92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10681,149_?_?,811_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10682,176_20_20,811_14_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10685,125_31_40,124_11_15,115_4_5,138_16_20,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10686,124_11_15,112_3_4,138_21_25,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10687,125_31_40,178_1_2,138_11_15,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10688,125_31_40,124_11_15,138_16_20,117_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10689,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10690,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10691,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10692,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10693,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10694,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10695,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10696,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10697,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10698,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10699,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10700,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10701,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10702,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10703,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10704,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10705,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10706,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10707,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10708,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10709,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10710,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10711,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10712,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10750,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10751,939_2171_2171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10752,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10753,939_?_?,939_?_?,939_?_?,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10754,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10755,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10756,939_2591_2591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10757,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10758,939_2597_2597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10759,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10760,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10761,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
